holding_id,FIELD__id,s3q03,s3q04a_hectares
27-91-91-85,1,Inherited,1
27-91-91-85,2,Purchased,0
27-92-34-90,1,Customary right of occupancy,1
27-92-34-90,2,Customary right of occupancy,1
27-92-34-90,3,Customary right of occupancy,1
27-93-14-60,1,Inherited,1
27-93-44-02,1,Inherited,2
27-93-44-02,2,Inherited,2
27-93-44-02,3,Inherited,2
27-94-73-38,1,Granted right of occupancy,5
27-95-10-52,1,Other,0
27-95-49-15,1,Customary right of occupancy,2
27-95-49-15,2,Customary right of occupancy,1
27-95-89-65,1,Rented or leased in,2
27-98-26-63,1,Borrowed for free,0
27-98-61-64,1,Customary right of occupancy,0
28-00-17-60,1,Purchased,4
28-01-09-03,1,Customary right of occupancy,0
28-01-09-03,2,Customary right of occupancy,0
28-01-09-03,3,Customary right of occupancy,0
28-01-09-03,4,Customary right of occupancy,0
28-01-18-44,1,Purchased,2
28-01-74-84,1,Inherited,1
28-01-87-66,1,Granted right of occupancy,204
28-02-07-62,1,Granted right of occupancy,121
28-03-53-22,1,Rented or leased in,0
28-03-53-22,2,Borrowed for free,0
28-04-62-12,1,Rented or leased in,1
28-04-66-23,1,Purchased,2
28-04-92-63,1,Customary right of occupancy,0
28-04-92-63,2,Rented or leased in,0
28-05-90-30,1,Inherited,0
28-07-55-43,1,Granted right of occupancy,0
28-07-55-43,2,Granted right of occupancy,0
28-08-12-64,1,Customary right of occupancy,0
28-10-65-86,1,Borrowed for free,0
28-11-68-77,1,Rented or leased in,148
28-11-84-81,1,Inherited,121
28-14-48-34,1,Rented or leased in,0
28-14-48-34,2,Rented or leased in,0
28-15-46-58,1,Customary right of occupancy,0
28-16-13-45,1,Other,2
28-16-13-45,2,Other,1
28-16-13-45,3,Other,0
28-17-27-46,1,Purchased,0
28-17-27-46,2,Purchased,0
28-17-70-32,1,Customary right of occupancy,1
28-17-70-32,2,Purchased,0
28-17-70-32,3,Customary right of occupancy,0
28-17-70-32,4,Customary right of occupancy,0
28-18-14-00,1,Customary right of occupancy,1
28-19-10-53,1,Inherited,0
28-19-10-53,2,Inherited,0
28-19-83-15,1,Inherited,0
28-20-33-85,1,Customary right of occupancy,0
28-20-33-85,2,Rented or leased in,0
28-20-33-85,3,Rented or leased in,0
28-20-33-85,4,Rented or leased in,0
28-20-33-85,5,Rented or leased in,0
28-20-33-85,6,Rented or leased in,0
28-20-33-85,7,Customary right of occupancy,1
28-20-42-23,1,Rented or leased in,1
28-20-80-41,1,Inherited,10
28-20-80-41,2,Inherited,18
28-21-48-08,1,Granted right of occupancy,1
28-22-15-29,1,Customary right of occupancy,0
28-22-15-29,2,Customary right of occupancy,0
28-22-15-29,3,Customary right of occupancy,0
28-22-15-29,4,Customary right of occupancy,0
28-22-15-29,5,Customary right of occupancy,0
28-22-76-73,1,Customary right of occupancy,1
28-22-76-73,2,Customary right of occupancy,1
28-23-05-33,1,Purchased,1
28-23-59-37,1,Customary right of occupancy,2
28-23-87-19,1,Borrowed for free,1
28-24-17-78,1,Customary right of occupancy,1
28-25-85-11,1,Granted right of occupancy,1304
28-28-36-98,1,Inherited,0
28-28-70-21,1,Granted right of occupancy,0
28-28-70-21,2,Granted right of occupancy,0
28-29-12-02,1,Customary right of occupancy,1
28-30-01-81,1,Rented or leased in,0
28-30-18-57,1,Purchased,2
28-30-18-57,2,Purchased,2
28-30-18-57,3,Rented or leased in,0
28-30-18-57,4,Rented or leased in,1
28-30-18-57,5,Rented or leased in,0
28-30-91-92,1,Rented or leased in,1
28-31-28-45,1,Granted right of occupancy,0
28-31-66-92,1,Purchased,1
28-31-66-92,2,Inherited,1
28-32-97-83,1,Inherited,2
28-33-85-97,1,Rented or leased in,1
28-34-12-12,1,Granted right of occupancy,121
28-34-50-68,1,Purchased,0
28-35-08-30,1,Granted right of occupancy,6
28-36-90-37,1,Purchased,0
28-39-78-16,1,Customary right of occupancy,1
28-39-78-16,2,Customary right of occupancy,0
28-39-78-16,3,Customary right of occupancy,1
28-40-99-22,1,Inherited,0
28-40-99-22,2,Borrowed for free,0
28-42-85-08,1,Borrowed for free,0
28-42-85-08,2,Borrowed for free,0
28-42-85-08,3,Borrowed for free,0
28-44-73-33,1,Inherited,0
28-47-51-17,1,Borrowed for free,1
28-48-31-36,1,Inherited,1
28-48-91-96,1,Customary right of occupancy,0
28-49-12-46,1,Customary right of occupancy,1
28-51-05-94,1,Purchased,1
28-51-05-94,2,Purchased,0
28-52-35-64,1,Rented or leased in,0
28-52-35-64,2,Rented or leased in,1
28-52-35-64,3,Inherited,0
28-52-96-66,1,Customary right of occupancy,0
28-52-96-66,2,Customary right of occupancy,1
28-53-07-95,1,Granted right of occupancy,0
28-55-69-73,1,Granted right of occupancy,3
28-56-77-63,1,Inherited,0
28-57-53-08,1,Customary right of occupancy,4
28-57-79-20,1,Customary right of occupancy,0
28-57-94-03,1,Inherited,2
28-59-47-58,1,Rented or leased in,1
28-60-37-79,1,Granted right of occupancy,1
28-60-37-79,2,Purchased,1
28-60-37-79,3,Granted right of occupancy,0
28-60-71-89,1,Borrowed for free,1
28-60-71-89,2,Borrowed for free,0
28-61-24-24,1,Customary right of occupancy,1
28-61-24-24,2,Customary right of occupancy,1
28-62-48-63,1,Customary right of occupancy,2
28-63-64-83,1,Purchased,2
28-63-64-83,2,Other,4
28-64-56-48,1,Rented or leased in,0
28-65-40-63,1,Inherited,0
28-65-40-63,2,Inherited,1
28-65-79-88,1,Other,3
28-65-79-88,2,Other,1
28-65-79-88,3,Other,0
28-66-93-33,1,Rented or leased in,0
28-67-16-70,1,Purchased,1
28-67-31-00,1,Customary right of occupancy,1
28-68-48-26,1,Rented or leased in,0
28-68-69-27,1,Rented or leased in,0
28-68-69-27,2,Purchased,0
28-69-91-08,1,Customary right of occupancy,1
28-70-06-88,1,Purchased,0
28-70-06-88,2,Purchased,0
28-70-06-88,3,Purchased,0
28-71-52-42,1,Rented or leased in,57
28-73-60-38,1,Rented or leased in,1
28-74-58-39,1,Purchased,2
28-74-58-39,2,Purchased,4
28-75-47-15,1,Granted right of occupancy,0
28-75-47-15,2,Borrowed for free,0
28-75-47-15,3,Granted right of occupancy,0
28-75-69-03,1,Purchased,0
28-75-69-03,2,Borrowed for free,1
28-75-91-08,1,Purchased,0
28-76-35-43,1,Customary right of occupancy,2
28-76-35-43,2,Customary right of occupancy,0
28-77-69-45,1,Customary right of occupancy,0
28-78-85-33,1,Customary right of occupancy,0
28-79-02-34,1,Inherited,0
28-81-20-89,1,Customary right of occupancy,0
28-83-97-04,1,Customary right of occupancy,1
28-84-38-06,1,Customary right of occupancy,0
28-84-38-06,2,Customary right of occupancy,0
28-84-38-06,3,Rented or leased in,0
28-84-55-16,1,Rented or leased in,0
28-85-65-24,1,Inherited,0
28-87-71-68,1,Purchased,2
28-87-71-68,2,Inherited,0
28-88-04-98,1,Inherited,1
28-88-04-98,2,Customary right of occupancy,1
28-88-04-98,3,Customary right of occupancy,0
28-88-87-10,1,Inherited,0
28-88-87-10,2,Inherited,0
28-88-87-10,3,Inherited,1
28-88-94-97,1,Rented or leased in,0
28-89-63-98,1,Purchased,3
28-90-33-15,1,Customary right of occupancy,1
28-91-50-99,1,Other,21
28-91-89-79,1,Customary right of occupancy,0
28-91-89-79,2,Customary right of occupancy,1
28-91-89-79,3,Borrowed for free,0
28-92-11-41,1,Rented or leased in,0
28-92-11-41,2,Rented or leased in,0
28-95-32-98,1,Customary right of occupancy,1
28-96-05-64,1,Rented or leased in,0
28-96-65-68,1,Customary right of occupancy,1
28-96-96-24,1,Purchased,1
28-96-96-24,2,Inherited,0
28-96-96-24,3,Granted right of occupancy,0
28-99-47-85,1,Purchased,1
28-99-47-85,2,Purchased,0
28-99-87-83,1,Customary right of occupancy,0
29-00-92-27,1,Inherited,1
29-00-92-27,2,Customary right of occupancy,2
29-01-97-45,1,Purchased,1
29-01-97-45,2,Purchased,1
29-02-53-21,1,Customary right of occupancy,2
29-04-13-08,1,Customary right of occupancy,2
29-05-65-56,1,Inherited,0
29-05-81-03,1,Customary right of occupancy,64
29-06-29-84,1,Purchased,0
29-06-70-37,1,Rented or leased in,607
29-07-08-15,1,Customary right of occupancy,0
29-07-08-15,2,Rented or leased in,0
29-07-13-05,1,Inherited,0
29-07-13-05,2,Borrowed for free,0
29-07-13-05,3,Borrowed for free,0
29-07-13-05,4,Inherited,1
29-07-13-05,5,Inherited,1
29-07-74-06,1,Customary right of occupancy,0
29-07-74-06,2,Customary right of occupancy,0
29-07-74-06,3,Customary right of occupancy,0
29-07-74-06,4,Rented or leased in,0
29-07-74-06,5,Customary right of occupancy,0
29-07-74-06,6,Customary right of occupancy,0
29-07-74-06,7,Customary right of occupancy,0
29-10-38-48,1,Purchased,1
29-10-38-48,2,Purchased,1
29-10-38-48,3,Rented or leased in,1
29-10-46-63,1,Inherited,0
29-10-96-48,1,Purchased,0
29-11-38-61,1,Customary right of occupancy,0
29-11-68-62,1,Inherited,2
29-12-43-81,1,Customary right of occupancy,1
29-12-77-00,1,Rented or leased in,0
29-13-28-96,1,Rented or leased in,0
29-13-48-33,1,Rented or leased in,56
29-14-41-87,1,Purchased,0
29-15-06-40,1,Inherited,0
29-15-06-40,2,Inherited,0
29-15-06-40,3,Inherited,0
29-15-06-40,4,Borrowed for free,0
29-15-43-91,1,Rented or leased in,0
29-16-19-83,1,Inherited,1
29-16-95-35,1,Purchased,1
29-19-09-54,1,Inherited,0
29-19-09-54,2,Inherited,0
29-19-25-30,1,Other,1
29-19-60-57,1,Granted right of occupancy,1
29-20-18-65,1,Rented or leased in,0
29-20-82-35,1,Rented or leased in,0
29-20-82-35,2,Rented or leased in,0
29-20-82-35,3,Rented or leased in,0
29-22-66-76,1,Other,2
29-22-66-76,2,Other,1
29-22-66-76,3,Other,5
29-24-91-14,1,Other,0
29-24-91-14,2,Rented or leased in,0
29-24-96-70,1,Customary right of occupancy,1
29-31-70-78,1,Purchased,0
29-33-57-46,1,Inherited,1
29-36-94-46,1,Customary right of occupancy,1
29-37-62-40,1,Inherited,0
29-38-95-67,1,Granted right of occupancy,0
29-39-05-93,1,Customary right of occupancy,2
29-39-05-93,2,Customary right of occupancy,1
29-39-71-75,1,Customary right of occupancy,1
29-40-83-23,1,Rented or leased in,0
29-41-24-04,1,Granted right of occupancy,1
29-41-24-04,2,Granted right of occupancy,1
29-41-24-04,3,Purchased,0
29-41-24-04,4,Purchased,0
29-41-24-04,5,Rented or leased in,0
29-42-10-59,1,Granted right of occupancy,0
29-42-10-59,2,Granted right of occupancy,1
29-42-10-59,3,Granted right of occupancy,0
29-42-10-59,4,Granted right of occupancy,4
29-42-10-59,5,Customary right of occupancy,1
29-43-04-38,1,Granted right of occupancy,47601
29-43-84-18,1,Borrowed for free,0
29-44-84-69,1,Borrowed for free,1
29-45-03-35,1,Purchased,3
29-46-01-78,1,Granted right of occupancy,0
29-47-14-26,1,Granted right of occupancy,1
29-47-50-82,1,Borrowed for free,1
29-47-58-34,1,Other,0
29-48-26-83,1,Other,2
29-48-26-83,2,Other,0
29-49-65-50,1,Purchased,0
29-49-65-50,2,Purchased,2
29-49-65-50,3,Purchased,0
29-49-91-23,1,Customary right of occupancy,0
29-50-69-95,1,Purchased,2
29-51-53-74,1,Inherited,0
29-51-53-74,2,Inherited,1
29-51-53-74,3,Customary right of occupancy,0
29-52-08-21,1,Granted right of occupancy,0
29-54-91-13,1,Customary right of occupancy,1
29-54-91-13,2,Customary right of occupancy,2
29-54-91-13,3,Customary right of occupancy,2
29-54-91-13,4,Customary right of occupancy,4
29-55-32-04,1,Rented or leased in,0
29-55-32-86,1,Rented or leased in,1
29-55-96-83,1,Customary right of occupancy,1
29-56-54-18,1,Rented or leased in,21
29-56-71-61,1,Granted right of occupancy,92
29-58-58-73,1,Customary right of occupancy,2
29-58-58-73,2,Customary right of occupancy,1
29-58-65-51,1,Inherited,0
29-58-65-51,2,Purchased,0
29-60-94-82,1,Inherited,4
29-60-94-82,2,Rented or leased in,0
29-61-46-77,1,Rented or leased in,1
29-62-45-73,1,Purchased,1
29-62-45-73,2,Inherited,0
29-62-71-85,1,Inherited,1
29-63-19-86,1,Inherited,3
29-63-68-29,1,Borrowed for free,0
29-65-01-97,1,Granted right of occupancy,0
29-65-03-65,1,Inherited,0
29-67-43-87,1,Granted right of occupancy,280
29-68-11-85,1,Customary right of occupancy,12
29-68-11-85,2,Customary right of occupancy,4
29-68-11-85,3,Customary right of occupancy,1
29-70-86-11,1,Granted right of occupancy,0
29-71-14-38,1,Granted right of occupancy,21
29-71-71-07,1,Purchased,4
29-73-03-09,1,Customary right of occupancy,2
29-73-39-94,1,Inherited,1
29-73-73-66,1,Purchased,1
29-73-73-66,2,Rented or leased in,2
29-73-73-66,3,Purchased,0
29-79-75-16,1,Inherited,1
29-79-75-16,2,Purchased,2
29-80-64-45,1,Customary right of occupancy,1
29-80-67-13,1,Other,4
29-80-67-13,2,Other,5
29-81-21-56,1,Customary right of occupancy,1
29-81-21-56,2,Customary right of occupancy,1
29-81-21-56,3,Customary right of occupancy,0
29-82-05-70,1,Borrowed for free,0
29-82-41-05,1,Purchased,7
29-82-41-05,2,Granted right of occupancy,1
29-82-41-05,3,Purchased,3
29-82-41-05,4,Purchased,2
29-82-41-05,5,Purchased,8
29-82-41-05,6,Purchased,0
29-82-41-05,7,Purchased,11
29-85-80-87,1,Granted right of occupancy,2
29-86-48-92,1,Purchased,4
29-86-48-92,2,Other,121
29-87-92-06,1,Rented or leased in,0
29-87-92-06,2,Rented or leased in,0
29-87-92-06,3,Rented or leased in,0
29-89-06-09,1,Other,2
29-90-59-73,1,Customary right of occupancy,0
29-91-77-54,1,Inherited,1
29-92-69-75,1,Borrowed for free,2
29-92-69-75,2,Purchased,1
29-92-69-75,3,Purchased,0
29-93-83-45,1,Granted right of occupancy,0
29-93-83-45,2,Granted right of occupancy,0
29-94-35-01,1,Rented or leased in,1
29-94-71-29,1,Purchased,1
29-96-97-76,1,Inherited,1
29-96-97-76,2,Inherited,0
29-99-12-97,1,Borrowed for free,0
29-99-12-97,2,Rented or leased in,0
29-99-61-99,1,Purchased,0
30-00-23-25,1,Rented or leased in,0
30-00-81-59,1,Granted right of occupancy,1
30-00-86-50,1,Borrowed for free,0
30-00-97-00,1,Purchased,0
30-00-98-51,1,Customary right of occupancy,0
30-01-33-79,1,Purchased,1
30-02-24-43,1,Customary right of occupancy,2
30-02-24-43,2,Customary right of occupancy,2
30-02-60-35,1,Borrowed for free,0
30-02-87-03,1,Inherited,0
30-02-87-03,2,Inherited,0
30-03-17-08,1,Granted right of occupancy,0
30-03-85-01,1,Purchased,49
30-05-21-61,1,Granted right of occupancy,0
30-05-87-52,1,Inherited,0
30-06-76-17,1,Granted right of occupancy,3
30-07-26-16,1,Customary right of occupancy,1
30-07-51-20,1,Rented or leased in,1
30-08-94-55,1,Other,0
30-09-51-42,1,Customary right of occupancy,0
30-09-55-26,1,Customary right of occupancy,1
30-10-00-64,1,Borrowed for free,0
30-10-59-39,1,Customary right of occupancy,1
30-10-59-39,2,Customary right of occupancy,0
30-10-59-39,3,Purchased,4
30-12-72-88,1,Borrowed for free,0
30-12-72-88,2,Borrowed for free,0
30-13-47-29,1,Granted right of occupancy,2
30-13-50-88,1,Granted right of occupancy,2
30-13-50-88,2,Granted right of occupancy,1
30-13-50-88,3,Granted right of occupancy,0
30-14-08-31,1,Purchased,8
30-14-08-31,2,Purchased,10
30-14-08-31,3,Purchased,13
30-14-08-31,4,Rented or leased in,10
30-14-53-75,1,Rented or leased in,25
30-16-45-43,1,Purchased,2
30-17-07-14,1,Inherited,1
30-18-16-99,1,Purchased,0
30-18-16-99,2,Rented or leased in,0
30-18-16-99,3,Inherited,0
30-18-22-72,1,Rented or leased in,0
30-18-22-72,2,Rented or leased in,0
30-23-99-84,1,Inherited,1
30-24-91-89,1,Rented or leased in,2
30-24-91-89,2,Customary right of occupancy,0
30-24-91-89,3,Rented or leased in,1
30-24-91-89,4,Customary right of occupancy,0
30-25-31-62,1,Purchased,6
30-26-07-98,1,Purchased,1
30-26-31-12,1,Purchased,8
30-26-37-87,1,Customary right of occupancy,0
30-26-37-87,2,Customary right of occupancy,0
30-27-51-61,1,Granted right of occupancy,445
30-27-95-30,1,Customary right of occupancy,6
30-28-00-34,1,Customary right of occupancy,0
30-28-83-14,1,Customary right of occupancy,1
30-28-95-36,1,Rented or leased in,12
30-29-18-16,1,Customary right of occupancy,4
30-32-39-12,1,Rented or leased in,0
30-34-40-23,1,Inherited,0
30-36-61-80,1,Inherited,0
30-36-61-80,2,Borrowed for free,0
30-39-94-87,1,Purchased,0
30-40-77-08,1,Customary right of occupancy,1
30-41-45-40,1,Purchased,2
30-42-63-95,1,Customary right of occupancy,8
30-42-63-95,2,Rented or leased in,2
30-44-54-95,2,Customary right of occupancy,0
30-44-54-95,3,Granted right of occupancy,1
30-44-75-44,1,Borrowed for free,1
30-45-18-35,1,Rented or leased in,1
30-46-11-63,1,Customary right of occupancy,3
30-46-81-78,1,Inherited,0
30-46-81-78,2,Inherited,1
30-46-81-78,3,Inherited,0
30-46-93-75,1,Granted right of occupancy,4
30-46-93-75,2,Customary right of occupancy,4
30-49-37-19,1,Inherited,2
30-50-29-59,1,Inherited,0
30-51-15-54,1,Purchased,66
30-51-48-93,1,Inherited,2
30-52-30-90,1,Inherited,0
30-52-30-90,2,Rented or leased in,0
30-54-10-18,1,Rented or leased in,0
30-55-91-10,1,Granted right of occupancy,2
30-55-91-10,2,Granted right of occupancy,2
30-56-87-84,1,Rented or leased in,0
30-57-02-00,1,Customary right of occupancy,5
30-57-24-43,1,Customary right of occupancy,1
30-57-24-43,3,Customary right of occupancy,2
30-57-24-43,4,Customary right of occupancy,1
30-59-91-66,1,Inherited,2
30-61-75-82,1,Borrowed for free,0
30-61-91-44,1,Rented or leased in,0
30-63-30-84,1,Borrowed for free,0
30-63-61-56,1,Purchased,2
30-65-13-55,1,Inherited,2
30-67-13-71,1,Purchased,121
30-68-61-07,1,Inherited,1
30-68-61-07,2,Inherited,3
30-72-18-45,1,Inherited,0
30-72-18-45,2,Other,1
30-74-25-96,1,Purchased,2
30-74-53-16,1,Granted right of occupancy,0
30-74-55-56,1,Purchased,1
30-74-55-56,2,Purchased,2
30-77-07-32,1,Borrowed for free,1
30-77-42-77,1,Granted right of occupancy,0
30-77-86-12,1,Customary right of occupancy,1
30-78-59-42,1,Purchased,0
30-78-59-42,2,Inherited,1
30-78-59-42,3,Inherited,0
30-78-89-41,1,Customary right of occupancy,0
30-78-89-97,1,Purchased,1
30-80-82-72,1,Inherited,1
30-80-84-49,1,Purchased,14
30-80-84-49,2,Purchased,20
30-80-92-82,1,Purchased,1
30-81-63-38,1,Borrowed for free,0
30-81-63-38,2,Borrowed for free,0
30-81-63-38,3,Borrowed for free,0
30-81-63-38,4,Borrowed for free,0
30-85-01-55,1,Inherited,0
30-85-25-98,1,Purchased,2
30-85-25-98,2,Purchased,2
30-86-24-72,1,Purchased,12
30-86-47-11,1,Purchased,1
30-88-93-20,1,Granted right of occupancy,1
30-88-93-20,2,Granted right of occupancy,0
30-89-21-46,1,Inherited,10
30-89-21-46,2,Inherited,17
30-89-21-46,3,Purchased,12
30-89-21-46,4,Purchased,12
30-89-25-94,1,Inherited,3
30-90-21-09,1,Rented or leased in,0
30-90-21-09,2,Rented or leased in,1
30-90-21-09,3,Rented or leased in,1
30-90-37-95,1,Borrowed for free,0
30-91-68-50,1,Inherited,0
30-91-97-82,1,Customary right of occupancy,1
30-92-96-16,1,Rented or leased in,1
30-93-38-97,1,Purchased,0
30-93-76-99,1,Borrowed for free,0
30-95-46-42,1,Granted right of occupancy,0
30-95-46-42,2,Inherited,0
30-98-21-30,1,Customary right of occupancy,0
30-98-55-83,1,Granted right of occupancy,0
30-99-25-99,1,Rented or leased in,1
31-00-07-12,1,Customary right of occupancy,0
31-00-13-59,1,Granted right of occupancy,1470
31-00-78-88,1,Granted right of occupancy,0
31-01-12-20,1,Granted right of occupancy,0
31-01-12-20,2,Granted right of occupancy,0
31-01-12-20,3,Customary right of occupancy,0
31-01-37-79,1,Rented or leased in,1
31-01-76-36,1,Borrowed for free,0
31-02-34-92,1,Inherited,0
31-04-52-88,1,Inherited,1
31-05-03-62,1,Customary right of occupancy,1
31-06-26-05,1,Customary right of occupancy,1
31-06-26-05,2,Customary right of occupancy,0
31-09-91-33,1,Customary right of occupancy,0
31-09-91-33,2,Customary right of occupancy,0
31-10-28-04,1,Granted right of occupancy,338
31-10-41-87,1,Granted right of occupancy,29
31-10-41-87,2,Granted right of occupancy,5
31-10-41-87,3,Rented or leased in,10
31-10-41-87,4,Granted right of occupancy,5
31-10-76-00,1,Inherited,1
31-10-76-00,2,Inherited,0
31-10-78-92,1,Granted right of occupancy,0
31-10-78-92,2,Customary right of occupancy,6
31-10-78-92,3,Inherited,16
31-10-78-92,4,Customary right of occupancy,1
31-10-91-00,1,Customary right of occupancy,2
31-13-52-79,1,Customary right of occupancy,0
31-16-68-67,1,Purchased,1
31-16-68-67,2,Purchased,1
31-16-84-47,1,Rented or leased in,2
31-18-33-60,1,Granted right of occupancy,1
31-19-25-80,1,Granted right of occupancy,63
31-21-87-71,1,Customary right of occupancy,1
31-21-94-60,1,Purchased,2
31-25-23-47,1,Granted right of occupancy,18
31-25-28-54,1,Granted right of occupancy,0
31-25-45-26,1,Rented or leased in,1
31-25-95-84,1,Other,1
31-26-56-03,1,Customary right of occupancy,0
31-26-75-49,1,Inherited,0
31-28-42-21,1,Customary right of occupancy,2
31-28-42-21,2,Customary right of occupancy,0
31-28-42-21,3,Customary right of occupancy,1
31-28-70-45,1,Rented or leased in,1
31-31-09-89,1,Granted right of occupancy,10
31-32-11-12,1,Granted right of occupancy,162
31-32-35-63,1,Granted right of occupancy,480
31-35-45-97,1,Borrowed for free,0
31-36-80-00,1,Rented or leased in,1
31-36-80-00,2,Inherited,1
31-36-80-00,3,Purchased,0
31-37-83-36,1,Customary right of occupancy,4
31-39-39-01,1,Customary right of occupancy,2
31-39-72-27,1,Customary right of occupancy,0
31-39-87-42,1,Rented or leased in,0
31-40-06-87,1,Borrowed for free,0
31-40-40-48,1,Rented or leased in,1
31-41-23-63,2,Granted right of occupancy,2
31-41-23-63,3,Granted right of occupancy,2
31-41-23-63,4,Granted right of occupancy,0
31-41-41-74,1,Rented or leased in,3
31-42-94-32,1,Rented or leased in,1
31-44-59-67,1,Purchased,1
31-45-17-90,1,Granted right of occupancy,1
31-47-45-38,1,Customary right of occupancy,2
31-47-80-04,1,Purchased,0
31-48-55-51,1,Granted right of occupancy,0
31-48-91-69,1,Inherited,2
31-50-71-49,1,Customary right of occupancy,0
31-51-51-47,1,Rented or leased in,0
31-53-93-37,1,Rented or leased in,7
31-58-47-71,1,Inherited,0
31-58-47-71,2,Inherited,0
31-59-68-44,1,Inherited,1
31-59-68-44,2,Granted right of occupancy,1
31-59-68-44,3,Granted right of occupancy,0
31-60-54-05,1,Inherited,0
31-61-16-43,1,Borrowed for free,0
31-63-01-23,1,Purchased,0
31-64-06-32,1,Inherited,2
31-64-06-32,2,Other,3
31-64-06-32,3,Other,1
31-64-06-32,4,Granted right of occupancy,3
31-64-48-80,1,Borrowed for free,0
31-64-93-59,1,Granted right of occupancy,101
31-65-65-19,1,Rented or leased in,0
31-66-23-94,1,Borrowed for free,0
31-66-47-89,1,Granted right of occupancy,2
31-68-79-08,1,Borrowed for free,0
31-69-37-56,1,Granted right of occupancy,1218
31-69-82-91,1,Borrowed for free,0
31-69-82-91,2,Borrowed for free,0
31-69-82-91,3,Borrowed for free,0
31-70-13-94,1,Purchased,4
31-70-57-70,1,Inherited,1
31-71-42-69,1,Inherited,1
31-72-63-71,1,Inherited,1
31-73-75-23,1,Granted right of occupancy,0
31-74-42-33,1,Purchased,2
31-74-93-10,1,Other,0
31-75-32-29,1,Rented or leased in,0
31-76-48-46,1,Granted right of occupancy,101
31-76-48-46,2,Granted right of occupancy,4
31-76-53-35,1,Granted right of occupancy,0
31-77-03-41,1,Inherited,0
31-77-37-83,1,Inherited,0
31-77-59-88,1,Granted right of occupancy,0
31-77-96-91,1,Customary right of occupancy,2
31-80-94-71,1,Purchased,81
31-82-30-34,1,Customary right of occupancy,1
31-82-30-34,2,Customary right of occupancy,2
31-85-20-59,1,Customary right of occupancy,1
31-85-20-59,2,Customary right of occupancy,1
31-85-26-49,1,Granted right of occupancy,324
31-86-53-11,2,Customary right of occupancy,1
31-86-53-11,3,Customary right of occupancy,0
31-86-78-65,1,Granted right of occupancy,1
31-86-89-20,1,Customary right of occupancy,1
31-86-89-20,2,Purchased,1
31-86-89-20,3,Customary right of occupancy,0
31-87-91-15,1,Customary right of occupancy,2
31-88-10-83,1,Purchased,0
31-88-10-83,2,Purchased,0
31-88-10-83,3,Rented or leased in,0
31-88-10-83,4,Rented or leased in,1
31-89-42-19,1,Purchased,18
31-92-33-77,1,Customary right of occupancy,0
31-92-33-77,2,Customary right of occupancy,0
31-92-33-77,3,Customary right of occupancy,0
31-92-33-77,4,Customary right of occupancy,0
31-92-43-53,1,Purchased,1
31-93-17-14,1,Granted right of occupancy,0
31-93-26-88,1,Rented or leased in,0
31-93-26-88,2,Rented or leased in,1
31-93-28-42,1,Rented or leased in,0
31-93-28-42,2,Rented or leased in,0
31-93-28-42,3,Borrowed for free,0
31-95-27-15,1,Customary right of occupancy,0
31-95-27-15,2,Customary right of occupancy,0
31-95-45-88,1,Purchased,0
31-95-45-88,2,Purchased,0
31-96-00-78,1,Customary right of occupancy,0
31-96-00-78,2,Purchased,1
31-96-64-63,1,Rented or leased in,2
31-96-75-81,1,Borrowed for free,1
31-97-52-82,1,Rented or leased in,0
31-97-52-82,2,Purchased,1
31-97-54-24,1,Purchased,0
31-98-58-07,1,Inherited,1
31-99-27-03,1,Customary right of occupancy,0
31-99-27-03,2,Granted right of occupancy,0
31-99-27-03,3,Customary right of occupancy,0
31-99-27-03,4,Customary right of occupancy,0
31-99-27-03,5,Customary right of occupancy,0
31-99-27-03,6,Customary right of occupancy,0
31-99-42-60,1,Borrowed for free,1
32-00-00-88,1,Granted right of occupancy,142
32-00-49-47,1,Customary right of occupancy,0
32-01-10-96,1,Inherited,1
32-01-20-97,1,Rented or leased in,2
32-01-20-97,2,Rented or leased in,4
32-01-20-97,3,Rented or leased in,2
32-01-41-62,1,Inherited,0
32-01-43-51,1,Borrowed for free,1
32-02-43-51,1,Purchased,2
32-06-18-15,1,Customary right of occupancy,0
32-06-18-15,2,Rented or leased in,0
32-06-71-58,1,Customary right of occupancy,0
32-09-30-28,1,Borrowed for free,0
32-09-80-96,1,Granted right of occupancy,3327
32-10-33-68,1,Other,2
32-10-58-47,1,Inherited,0
32-10-72-03,1,Customary right of occupancy,0
32-11-09-74,1,Purchased,0
32-11-10-91,1,Granted right of occupancy,2335
32-11-20-06,1,Purchased,1
32-11-20-06,2,Purchased,1
32-11-20-06,3,Purchased,1
32-11-91-49,1,Customary right of occupancy,0
32-12-33-73,1,Customary right of occupancy,1
32-12-54-56,1,Granted right of occupancy,210
32-14-11-23,1,Granted right of occupancy,4
32-14-82-51,1,Purchased,1
32-15-94-57,1,Rented or leased in,0
32-15-94-57,2,Granted right of occupancy,0
32-16-00-41,1,Borrowed for free,1
32-17-14-58,1,Rented or leased in,53
32-20-22-77,1,Inherited,0
32-25-77-51,1,Customary right of occupancy,16
32-25-77-51,2,Customary right of occupancy,2
32-25-77-51,3,Customary right of occupancy,2
32-25-77-51,4,Customary right of occupancy,0
32-28-64-49,1,Inherited,2
32-29-20-44,1,Customary right of occupancy,2
32-29-75-29,1,Customary right of occupancy,1
32-29-75-29,2,Customary right of occupancy,0
32-30-11-44,1,Purchased,1
